taxa_clean,individual_count,wm_g,keep_data
Chironomidae,8,0.001,TRUE
Chironomidae,3,0.001,TRUE
Chironomidae,4,0.002,TRUE
Chironomidae,1,0.001,TRUE
Chironomidae,2,0.002,TRUE
Chironomidae,2,0.002,TRUE
Chironomidae,2,0.002,TRUE
Chironomidae,1,0.001,TRUE
Chironomidae,1,0.002,TRUE
Chironomidae,4,0.003,TRUE
Chironomidae,1,0.002,TRUE
Chironomidae,1,0.004,TRUE
Chironomidae,1,0.002,TRUE
Chironomidae,1,0.002,TRUE
Chironomidae,1,0.001,TRUE
Chironomidae,3,0.002,TRUE
Chironomidae,3,0.002,TRUE
Chironomidae,24,0.003,TRUE
Chironomidae,1,0.005,TRUE
Chironomidae,3,0.001,TRUE
Chironomidae,1,0.001,TRUE
Chironomidae,7,0.004,TRUE
Chironomidae,5,0.004,TRUE
Chironomidae,1,0.001,TRUE
Chironomidae,2,0.002,TRUE
Chironomidae,1,0.002,TRUE
Chironomidae,3,0.001,TRUE
Chironomidae,1,0.001,TRUE
Chironomidae,3,0.002,TRUE
Chironomidae,42,0.03,TRUE
Chironomidae,51,0.056,FALSE
Chironomidae,12,0.013,TRUE
Chironomidae,3,0.004,TRUE
Chironomidae,21,0.017,TRUE
Chironomidae,2,0.005,TRUE
Chironomidae,11,0.009,TRUE
Chironomidae,35,0.03,TRUE
Chironomidae,8,0.007,TRUE
Chironomidae,19,0.007,TRUE
Chironomidae,3,0.003,TRUE
Chironomidae,56,0.023,TRUE
Chironomidae,40,0.021,TRUE
Chironomidae,17,0.009,TRUE
Chironomidae,15,0.01,TRUE
Chironomidae,153,0.078,FALSE
Chironomidae,183,0.116,FALSE
Chironomidae,1,0.002,TRUE
Chironomidae,7,0.008,TRUE
Chironomidae,11,0.004,TRUE
Chironomidae,3,0.002,TRUE
Chironomidae,5,0.001,TRUE
Chironomidae,7,0.002,TRUE
Chironomidae,9,0.003,TRUE
Chironomidae,6,0.002,TRUE
Chironomidae,15,0.005,TRUE
Chironomidae,1,0.003,TRUE
Chironomidae,8,0.003,TRUE
Chironomidae,42,0.006,TRUE
Chironomidae,24,0.015,TRUE
Chironomidae,101,0.041,FALSE
Chironomidae,48,0.018,TRUE
Chironomidae,68,0.019,FALSE
Chironomidae,48,0.014,TRUE
Chironomidae,29,0.008,TRUE
Chironomidae,152,0.045,FALSE
Chironomidae,80,0.025,FALSE
Chironomidae,74,0.024,FALSE
Chironomidae,17,0.005,TRUE
Chironomidae,13,0.005,TRUE
Chironomidae,10,0.004,TRUE
Chironomidae,39,0.01,TRUE
Chironomidae,17,0.006,TRUE
Chironomidae,29,0.006,TRUE
Chironomidae,52,0.011,TRUE
Chironomidae,5,0.005,TRUE
Chironomidae,18,0.007,TRUE
Chironomidae,31,0.004,TRUE
Chironomidae,18,0.003,TRUE
Chironomidae,21,0.006,TRUE
Chironomidae,14,0.005,TRUE
Chironomidae,42,0.038,FALSE
Chironomidae,7,0.007,TRUE
Chironomidae,19,0.012,TRUE
Chironomidae,23,0.017,TRUE
Chironomidae,50,0.022,TRUE
Chironomidae,38,0.024,TRUE
Chironomidae,40,0.023,TRUE
Chironomidae,28,0.017,TRUE
Chironomidae,27,0.02,TRUE
Chironomidae,44,0.026,TRUE
Chironomidae,5,0.008,TRUE
Chironomidae,18,0.011,TRUE
Chironomidae,8,0.006,TRUE
Amphipoda,2,0.003,TRUE
Amphipoda,1,0.003,TRUE
Amphipoda,1,0.002,TRUE
Amphipoda,2,0.003,TRUE
Amphipoda,2,0.001,TRUE
Amphipoda,1,0.003,TRUE
Amphipoda,1,0.002,TRUE
Amphipoda,2,0.003,TRUE
Amphipoda,3,0.002,TRUE
Amphipoda,4,0.003,TRUE
Amphipoda,2,0.001,TRUE
Amphipoda,2,0.001,TRUE
Amphipoda,2,0.001,TRUE
Amphipoda,6,0.002,TRUE
Amphipoda,4,0.001,TRUE
Amphipoda,33,0.015,TRUE
Amphipoda,27,0.019,TRUE
Amphipoda,32,0.022,TRUE
Amphipoda,19,0.01,TRUE
Amphipoda,13,0.001,TRUE
Amphipoda,15,0.001,TRUE
Amphipoda,1,0.001,TRUE
Amphipoda,4,0.001,TRUE
Amphipoda,1,0.002,TRUE
Amphipoda,5,0.003,TRUE
Amphipoda,1,0.002,TRUE
Amphipoda,65,0.036,TRUE
Amphipoda,45,0.022,TRUE
Amphipoda,29,0.016,TRUE
Amphipoda,6,0.004,TRUE
Amphipoda,37,0.013,TRUE
Amphipoda,18,0.009,TRUE
Amphipoda,16,0.011,TRUE
Amphipoda,84,0.02,TRUE
Amphipoda,51,0.014,TRUE
Amphipoda,113,0.045,TRUE
Amphipoda,476,0.256,FALSE
Amphipoda,525,0.227,FALSE
Amphipoda,563,0.194,FALSE
Amphipoda,31,0.002,TRUE
Amphipoda,30,0.008,TRUE
Amphipoda,49,0.029,TRUE
Amphipoda,58,0.031,TRUE
Amphipoda,82,0.046,TRUE
Amphipoda,50,0.044,TRUE
Amphipoda,46,0.062,FALSE
Amphipoda,36,0.049,TRUE
Amphipoda,42,0.03,TRUE
Amphipoda,45,0.073,FALSE
Amphipoda,51,0.048,TRUE
Amphipoda,41,0.073,FALSE
Amphipoda,66,0.05,TRUE
Amphipoda,123,0.07,TRUE
Amphipoda,71,0.022,TRUE
Simplisetia,1,0.003,TRUE
Simplisetia,1,0.011,TRUE
Simplisetia,1,0.009,TRUE
Simplisetia,1,0.008,TRUE
Simplisetia,1,0.017,TRUE
Simplisetia,1,0.017,TRUE
Simplisetia,1,0.01,TRUE
Simplisetia,1,0.014,TRUE
Simplisetia,4,0.028,TRUE
Simplisetia,8,0.021,TRUE
Simplisetia,5,0.017,TRUE
Simplisetia,38,0.069,TRUE
Simplisetia,16,0.004,TRUE
Simplisetia,9,0.034,TRUE
Simplisetia,4,0.021,TRUE
Simplisetia,8,0.031,TRUE
Simplisetia,3,0.005,TRUE
Simplisetia,2,0.006,TRUE
Simplisetia,23,0.009,TRUE
Simplisetia,43,0.078,TRUE
Simplisetia,40,0.059,TRUE
Simplisetia,32,0.057,TRUE
Simplisetia,57,0.053,TRUE
Simplisetia,53,0.131,TRUE
Simplisetia,36,0.08,TRUE
Simplisetia,65,0.109,TRUE
Simplisetia,43,0.055,TRUE
Simplisetia,27,0.034,TRUE
Simplisetia,1,0.001,FALSE
Simplisetia,1,0.002,FALSE
Simplisetia,51,0.251,TRUE
Simplisetia,10,0.013,TRUE
Simplisetia,12,0.017,TRUE
Simplisetia,6,0.008,TRUE
Simplisetia,7,0.012,TRUE
Simplisetia,3,0.01,TRUE
Simplisetia,18,0.044,TRUE
Simplisetia,16,0.036,TRUE
Simplisetia,43,0.123,TRUE
Simplisetia,43,0.359,FALSE
Simplisetia,90,0.249,TRUE
Simplisetia,70,0.242,TRUE
Simplisetia,44,0.078,TRUE
Simplisetia,72,0.279,TRUE
Simplisetia,110,0.498,TRUE
Simplisetia,128,0.462,TRUE
Simplisetia,172,0.675,FALSE
Simplisetia,125,0.399,TRUE
Simplisetia,108,0.511,TRUE
Simplisetia,153,0.935,FALSE
Simplisetia,194,0.684,FALSE
Simplisetia,200,0.797,FALSE
Simplisetia,154,0.619,TRUE
Simplisetia,231,0.697,FALSE
Simplisetia,86,0.305,TRUE
Simplisetia,170,0.463,FALSE
Simplisetia,114,0.46,TRUE
Simplisetia,89,0.356,TRUE
Simplisetia,140,0.547,TRUE
Simplisetia,1,0.006,TRUE
Hydrobiidae,3,0.03,FALSE
Hydrobiidae,1,0.013,TRUE
Hydrobiidae,14,0.067,TRUE
Hydrobiidae,1,0.011,TRUE
Hydrobiidae,2,0.013,TRUE
Hydrobiidae,1,0.004,TRUE
Hydrobiidae,1,0.003,TRUE
Hydrobiidae,1,0.001,TRUE
Hydrobiidae,2,0.003,TRUE
Hydrobiidae,7,0.006,TRUE
Hydrobiidae,1,0.001,TRUE
Hydrobiidae,1,0.014,TRUE
Hydrobiidae,1,0.004,TRUE
Hydrobiidae,2,0.004,TRUE
Hydrobiidae,4,0.008,TRUE
Hydrobiidae,6,0.013,TRUE
Hydrobiidae,13,0.017,TRUE
Hydrobiidae,9,0.013,TRUE
Hydrobiidae,10,0.018,TRUE
Hydrobiidae,12,0.023,TRUE
Hydrobiidae,16,0.036,TRUE
Hydrobiidae,46,0.13,FALSE
Hydrobiidae,49,0.146,FALSE
Hydrobiidae,45,0.137,FALSE
Hydrobiidae,4,0.014,TRUE
Hydrobiidae,11,0.027,TRUE
Hydrobiidae,21,0.027,TRUE
Hydrobiidae,10,0.013,TRUE
Hydrobiidae,18,0.015,FALSE
Hydrobiidae,7,0.014,TRUE
Hydrobiidae,29,0.043,FALSE
Hydrobiidae,4,0.005,TRUE
Hydrobiidae,5,0.007,TRUE
Hydrobiidae,3,0.011,TRUE
Hydrobiidae,9,0.019,TRUE
Arthritica,2,0.006,FALSE
Arthritica,3,0.001,FALSE
Arthritica,35,0.03,TRUE
Arthritica,11,0.017,TRUE
Arthritica,3,0.002,FALSE
Arthritica,11,0.019,TRUE
Arthritica,17,0.012,TRUE
Arthritica,11,0.025,TRUE
Arthritica,17,0.021,TRUE
Arthritica,28,0.024,TRUE
Arthritica,21,0.025,TRUE
Arthritica,3,0.019,TRUE
Arthritica,270,0.433,TRUE
Arthritica,190,0.355,TRUE
Arthritica,48,0.086,TRUE
Arthritica,130,0.172,TRUE
Arthritica,242,0.315,TRUE
Arthritica,418,0.693,FALSE
Arthritica,230,0.35,TRUE
Arthritica,145,0.227,TRUE
Arthritica,168,0.251,TRUE
Arthritica,242,0.478,TRUE
Arthritica,129,0.289,TRUE
Arthritica,288,0.455,TRUE
Arthritica,63,0.142,TRUE
Arthritica,25,0.063,TRUE
Arthritica,125,0.262,TRUE
Arthritica,288,0.38,FALSE
Arthritica,365,0.467,FALSE
Arthritica,361,0.578,FALSE
Arthritica,78,0.109,TRUE
Arthritica,45,0.054,TRUE
Arthritica,348,0.486,FALSE
Arthritica,535,1.231,FALSE
Arthritica,304,0.459,TRUE
Arthritica,203,0.304,TRUE
Arthritica,372,0.583,FALSE
Arthritica,84,0.109,TRUE
Arthritica,96,0.174,TRUE
Arthritica,124,0.198,TRUE
Arthritica,121,0.221,TRUE
Arthritica,107,0.156,TRUE
Arthritica,3,0.01,TRUE
Arthritica,6,0.015,TRUE
Arthritica,3,0.009,TRUE
Arthritica,5,0.018,TRUE
Arthritica,3,0.009,TRUE
Arthritica,5,0.019,TRUE
Arthritica,6,0.013,TRUE
Arthritica,7,0.021,TRUE
Arthritica,18,0.028,TRUE
Capitella,4,0.002,FALSE
Capitella,25,0.027,TRUE
Capitella,56,0.034,TRUE
Capitella,18,0.009,TRUE
Capitella,39,0.016,TRUE
Capitella,25,0.009,TRUE
Capitella,33,0.015,TRUE
Capitella,55,0.015,TRUE
Capitella,25,0.017,TRUE
Capitella,35,0.014,TRUE
Capitella,178,0.052,TRUE
Capitella,46,0.012,TRUE
Capitella,44,0.009,TRUE
Capitella,35,0.017,TRUE
Capitella,42,0.023,TRUE
Capitella,64,0.027,TRUE
Capitella,32,0.016,TRUE
Capitella,42,0.021,TRUE
Capitella,70,0.031,TRUE
Capitella,49,0.023,TRUE
Capitella,200,0.046,TRUE
Capitella,49,0.016,TRUE
Capitella,155,0.058,TRUE
Capitella,363,0.129,TRUE
Capitella,124,0.056,TRUE
Capitella,137,0.085,TRUE
Capitella,350,0.119,TRUE
Capitella,154,0.061,TRUE
Capitella,127,0.04,TRUE
Capitella,115,0.057,TRUE
Capitella,56,0.008,TRUE
Capitella,50,0.008,TRUE
Capitella,84,0.011,TRUE
Capitella,31,0.008,TRUE
Capitella,19,0.004,TRUE
Capitella,67,0.019,TRUE
Capitella,25,0.007,TRUE
Capitella,6,0.003,FALSE
Capitella,56,0.013,TRUE
Capitella,96,0.023,TRUE
Capitella,189,0.09,TRUE
Capitella,64,0.032,TRUE
Capitella,94,0.043,TRUE
Capitella,115,0.04,TRUE
Capitella,96,0.025,TRUE
Capitella,98,0.02,TRUE
Capitella,45,0.024,TRUE
Capitella,260,0.161,FALSE
Capitella,71,0.047,TRUE
Capitella,92,0.092,FALSE
Capitella,65,0.024,TRUE
Capitella,29,0.015,TRUE
Capitella,86,0.019,TRUE
Capitella,96,0.021,TRUE
Capitella,106,0.029,TRUE
Capitella,157,0.1,TRUE
Capitella,51,0.02,TRUE
Capitella,128,0.049,TRUE
Capitella,77,0.025,TRUE
Capitella,66,0.022,TRUE
Capitella,64,0.031,TRUE
Capitella,77,0.039,TRUE
Capitella,45,0.021,TRUE
Capitella,18,0.009,TRUE
Capitella,552,0.18,FALSE
Capitella,459,0.163,TRUE
Capitella,616,0.289,FALSE
Capitella,550,0.207,FALSE
Capitella,583,0.239,FALSE
Capitella,378,0.145,TRUE
Capitella,621,0.244,FALSE
Capitella,375,0.109,TRUE
Capitella,654,0.184,FALSE
Capitella,837,0.291,FALSE
Capitella,403,0.101,FALSE
Capitella,814,0.402,FALSE
Capitella,433,0.095,FALSE
Capitella,551,0.133,FALSE
Capitella,573,0.21,FALSE
Salinator,1,0.003,TRUE
Salinator,17,0.015,FALSE
Salinator,7,0.004,TRUE
Salinator,1,0.001,FALSE
Salinator,1,0.003,TRUE
Salinator,1,0.011,TRUE
Salinator,2,0.003,TRUE
Salinator,1,0.047,TRUE
Salinator,2,0.276,FALSE
Salinator,2,0.291,FALSE
Salinator,1,0.034,TRUE
Salinator,1,0.002,TRUE
Salinator,3,0.029,TRUE
Salinator,3,0.011,TRUE
Salinator,6,0.177,TRUE
Salinator,9,0.178,TRUE
Salinator,2,0.024,TRUE
Salinator,2,0.061,TRUE
Salinator,8,0.176,TRUE
Salinator,3,0.004,TRUE
Spisula,2,0.001,FALSE
Spisula,12,0.168,TRUE
Spisula,8,0.11,TRUE
Spisula,1,0.006,TRUE
Spisula,4,0.066,TRUE
Spisula,2,0.021,TRUE
Spisula,2,0.073,TRUE
Spisula,12,0.101,FALSE
Spisula,4,0.057,TRUE
Spisula,11,0.306,TRUE
Spisula,23,0.464,FALSE
Spisula,4,0.077,TRUE
Spisula,12,0.365,FALSE
Spisula,13,0.161,TRUE
Spisula,1,0.079,TRUE
Spisula,2,0.161,TRUE
Spisula,1,0.136,TRUE
Spisula,1,0.095,TRUE
Spisula,1,0.135,TRUE
Spisula,1,0.138,TRUE
Spisula,1,0.124,TRUE
Spisula,2,0.155,TRUE
Spisula,1,0.116,TRUE
Spisula,1,0.008,TRUE
Ceratopogonidae,1,0.005,FALSE
Ceratopogonidae,3,0.002,TRUE
Ceratopogonidae,1,0.003,TRUE
Ceratopogonidae,9,0.01,FALSE
Ceratopogonidae,2,0.001,FALSE
Ceratopogonidae,2,0.004,TRUE
Ceratopogonidae,3,0.003,TRUE
Ceratopogonidae,1,0.002,TRUE
Ceratopogonidae,1,0.002,TRUE
Ceratopogonidae,2,0.002,TRUE
Salinator (shell removed),16,0.921,FALSE
Salinator (shell removed),8,0.378,TRUE
Salinator (shell removed),12,1.271,FALSE
Salinator (shell removed),7,0.259,TRUE
Salinator (shell removed),11,0.999,TRUE
Salinator (shell removed),2,0.201,TRUE
Salinator (shell removed),2,0.217,TRUE
Salinator (shell removed),2,0.141,TRUE
Salinator (shell removed),3,0.161,TRUE
Salinator (shell removed),2,0.219,TRUE
Salinator (shell removed),2,0.172,TRUE
Salinator (shell removed),4,0.146,TRUE
Salinator (shell removed),3,0.157,TRUE
Salinator (shell removed),3,0.211,TRUE
Salinator (shell removed),2,0.096,FALSE
